material,content,radius,soil_eps,soil_sig,x,y,folder,target_type,soil_class,burial_depth,depth_class,radius_class,target_difficulty,group_id,stratum,is_hard,image_path,condition_path,split
steel,free_space,0.03,5,0.05,1.57,0.61,steel_free_space_r0.03_eps5_sig0.05_x1.57_y0.61,steel_free_space,S_eps5_sig0.05,0.39,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps5_sig0.05_y0.61,steel_free_space|S_eps5_sig0.05|R1_small|D2_medium,True,dataset_split/images/stress_test/steel_free_space_r0.03_eps5_sig0.05_x1.57_y0.61.png,dataset_split/conditions/stress_test/steel_free_space_r0.03_eps5_sig0.05_x1.57_y0.61.in,stress_test
steel,free_space,0.03,4,0.001,1.16,0.38,steel_free_space_r0.03_eps4_sig0.001_x1.16_y0.38,steel_free_space,S_eps4_sig0.001,0.62,D3_deep,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps4_sig0.001_y0.38,steel_free_space|S_eps4_sig0.001|R1_small|D3_deep,True,dataset_split/images/train/steel_free_space_r0.03_eps4_sig0.001_x1.16_y0.38.png,dataset_split/conditions/train/steel_free_space_r0.03_eps4_sig0.001_x1.16_y0.38.in,train
steel,free_space,0.05,4,0.001,2.19,0.49,steel_free_space_r0.05_eps4_sig0.001_x2.19_y0.49,steel_free_space,S_eps4_sig0.001,0.51,D2_medium,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps4_sig0.001_y0.49,steel_free_space|S_eps4_sig0.001|R2_medium_small|D2_medium,False,dataset_split/images/train/steel_free_space_r0.05_eps4_sig0.001_x2.19_y0.49.png,dataset_split/conditions/train/steel_free_space_r0.05_eps4_sig0.001_x2.19_y0.49.in,train
pvc,water,0.05,10,0.005,1.42,0.43,pvc_water_r0.05_eps10_sig0.005_x1.42_y0.43,pvc_water,S_eps10_sig0.005,0.5700000000000001,D3_deep,R2_medium_small,medium_water_filled_pvc,pvc_water_r0.05_eps10_sig0.005_y0.43,pvc_water|S_eps10_sig0.005|R2_medium_small|D3_deep,True,dataset_split/images/val/pvc_water_r0.05_eps10_sig0.005_x1.42_y0.43.png,dataset_split/conditions/val/pvc_water_r0.05_eps10_sig0.005_x1.42_y0.43.in,val
pvc,water,0.1,4,0.001,1.54,0.53,pvc_water_r0.1_eps4_sig0.001_x1.54_y0.53,pvc_water,S_eps4_sig0.001,0.47,D2_medium,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps4_sig0.001_y0.53,pvc_water|S_eps4_sig0.001|R4_large|D2_medium,False,dataset_split/images/train/pvc_water_r0.1_eps4_sig0.001_x1.54_y0.53.png,dataset_split/conditions/train/pvc_water_r0.1_eps4_sig0.001_x1.54_y0.53.in,train
steel,free_space,0.03,20,0.02,2.11,0.63,steel_free_space_r0.03_eps20_sig0.02_x2.11_y0.63,steel_free_space,S_eps20_sig0.02,0.37,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps20_sig0.02_y0.63,steel_free_space|S_eps20_sig0.02|R1_small|D2_medium,True,dataset_split/images/train/steel_free_space_r0.03_eps20_sig0.02_x2.11_y0.63.png,dataset_split/conditions/train/steel_free_space_r0.03_eps20_sig0.02_x2.11_y0.63.in,train
steel,free_space,0.03,4,0.001,1.51,0.59,steel_free_space_r0.03_eps4_sig0.001_x1.51_y0.59,steel_free_space,S_eps4_sig0.001,0.41000000000000003,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps4_sig0.001_y0.59,steel_free_space|S_eps4_sig0.001|R1_small|D2_medium,True,dataset_split/images/val/steel_free_space_r0.03_eps4_sig0.001_x1.51_y0.59.png,dataset_split/conditions/val/steel_free_space_r0.03_eps4_sig0.001_x1.51_y0.59.in,val
pvc,free_space,0.08,10,0.005,1.77,0.53,pvc_free_space_r0.08_eps10_sig0.005_x1.77_y0.53,pvc_free_space,S_eps10_sig0.005,0.47,D2_medium,R3_medium_large,hard_weak_pvc,pvc_free_space_r0.08_eps10_sig0.005_y0.53,pvc_free_space|S_eps10_sig0.005|R3_medium_large|D2_medium,True,dataset_split/images/train/pvc_free_space_r0.08_eps10_sig0.005_x1.77_y0.53.png,dataset_split/conditions/train/pvc_free_space_r0.08_eps10_sig0.005_x1.77_y0.53.in,train
steel,free_space,0.03,10,0.005,2.25,0.3,steel_free_space_r0.03_eps10_sig0.005_x2.25_y0.3,steel_free_space,S_eps10_sig0.005,0.7,D3_deep,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps10_sig0.005_y0.3,steel_free_space|S_eps10_sig0.005|R1_small|D3_deep,True,dataset_split/images/train/steel_free_space_r0.03_eps10_sig0.005_x2.25_y0.3.png,dataset_split/conditions/train/steel_free_space_r0.03_eps10_sig0.005_x2.25_y0.3.in,train
steel,free_space,0.1,20,0.02,2.48,0.69,steel_free_space_r0.1_eps20_sig0.02_x2.48_y0.69,steel_free_space,S_eps20_sig0.02,0.31000000000000005,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps20_sig0.02_y0.69,steel_free_space|S_eps20_sig0.02|R4_large|D2_medium,True,dataset_split/images/test_id/steel_free_space_r0.1_eps20_sig0.02_x2.48_y0.69.png,dataset_split/conditions/test_id/steel_free_space_r0.1_eps20_sig0.02_x2.48_y0.69.in,test_id
steel,free_space,0.05,10,0.005,1.02,0.69,steel_free_space_r0.05_eps10_sig0.005_x1.02_y0.69,steel_free_space,S_eps10_sig0.005,0.31000000000000005,D2_medium,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps10_sig0.005_y0.69,steel_free_space|S_eps10_sig0.005|R2_medium_small|D2_medium,False,dataset_split/images/train/steel_free_space_r0.05_eps10_sig0.005_x1.02_y0.69.png,dataset_split/conditions/train/steel_free_space_r0.05_eps10_sig0.005_x1.02_y0.69.in,train
pvc,water,0.08,5,0.05,2.84,0.42,pvc_water_r0.08_eps5_sig0.05_x2.84_y0.42,pvc_water,S_eps5_sig0.05,0.5800000000000001,D3_deep,R3_medium_large,medium_water_filled_pvc,pvc_water_r0.08_eps5_sig0.05_y0.42,pvc_water|S_eps5_sig0.05|R3_medium_large|D3_deep,True,dataset_split/images/stress_test/pvc_water_r0.08_eps5_sig0.05_x2.84_y0.42.png,dataset_split/conditions/stress_test/pvc_water_r0.08_eps5_sig0.05_x2.84_y0.42.in,stress_test
pvc,free_space,0.1,4,0.001,1.88,0.79,pvc_free_space_r0.1_eps4_sig0.001_x1.88_y0.79,pvc_free_space,S_eps4_sig0.001,0.20999999999999996,D1_shallow,R4_large,hard_weak_pvc,pvc_free_space_r0.1_eps4_sig0.001_y0.79,pvc_free_space|S_eps4_sig0.001|R4_large|D1_shallow,True,dataset_split/images/train/pvc_free_space_r0.1_eps4_sig0.001_x1.88_y0.79.png,dataset_split/conditions/train/pvc_free_space_r0.1_eps4_sig0.001_x1.88_y0.79.in,train
pvc,free_space,0.1,10,0.005,2.37,0.79,pvc_free_space_r0.1_eps10_sig0.005_x2.37_y0.79,pvc_free_space,S_eps10_sig0.005,0.20999999999999996,D1_shallow,R4_large,hard_weak_pvc,pvc_free_space_r0.1_eps10_sig0.005_y0.79,pvc_free_space|S_eps10_sig0.005|R4_large|D1_shallow,True,dataset_split/images/train/pvc_free_space_r0.1_eps10_sig0.005_x2.37_y0.79.png,dataset_split/conditions/train/pvc_free_space_r0.1_eps10_sig0.005_x2.37_y0.79.in,train
steel,free_space,0.08,4,0.001,2.73,0.71,steel_free_space_r0.08_eps4_sig0.001_x2.73_y0.71,steel_free_space,S_eps4_sig0.001,0.29000000000000004,D1_shallow,R3_medium_large,easy_strong_reflection,steel_free_space_r0.08_eps4_sig0.001_y0.71,steel_free_space|S_eps4_sig0.001|R3_medium_large|D1_shallow,False,dataset_split/images/train/steel_free_space_r0.08_eps4_sig0.001_x2.73_y0.71.png,dataset_split/conditions/train/steel_free_space_r0.08_eps4_sig0.001_x2.73_y0.71.in,train
steel,free_space,0.05,4,0.001,2.82,0.77,steel_free_space_r0.05_eps4_sig0.001_x2.82_y0.77,steel_free_space,S_eps4_sig0.001,0.22999999999999998,D1_shallow,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps4_sig0.001_y0.77,steel_free_space|S_eps4_sig0.001|R2_medium_small|D1_shallow,False,dataset_split/images/train/steel_free_space_r0.05_eps4_sig0.001_x2.82_y0.77.png,dataset_split/conditions/train/steel_free_space_r0.05_eps4_sig0.001_x2.82_y0.77.in,train
steel,free_space,0.03,20,0.02,2.34,0.34,steel_free_space_r0.03_eps20_sig0.02_x2.34_y0.34,steel_free_space,S_eps20_sig0.02,0.6599999999999999,D3_deep,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps20_sig0.02_y0.34,steel_free_space|S_eps20_sig0.02|R1_small|D3_deep,True,dataset_split/images/train/steel_free_space_r0.03_eps20_sig0.02_x2.34_y0.34.png,dataset_split/conditions/train/steel_free_space_r0.03_eps20_sig0.02_x2.34_y0.34.in,train
steel,free_space,0.03,4,0.001,2.63,0.66,steel_free_space_r0.03_eps4_sig0.001_x2.63_y0.66,steel_free_space,S_eps4_sig0.001,0.33999999999999997,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps4_sig0.001_y0.66,steel_free_space|S_eps4_sig0.001|R1_small|D2_medium,True,dataset_split/images/test_id/steel_free_space_r0.03_eps4_sig0.001_x2.63_y0.66.png,dataset_split/conditions/test_id/steel_free_space_r0.03_eps4_sig0.001_x2.63_y0.66.in,test_id
steel,free_space,0.03,20,0.02,2.32,0.73,steel_free_space_r0.03_eps20_sig0.02_x2.32_y0.73,steel_free_space,S_eps20_sig0.02,0.27,D1_shallow,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps20_sig0.02_y0.73,steel_free_space|S_eps20_sig0.02|R1_small|D1_shallow,True,dataset_split/images/train/steel_free_space_r0.03_eps20_sig0.02_x2.32_y0.73.png,dataset_split/conditions/train/steel_free_space_r0.03_eps20_sig0.02_x2.32_y0.73.in,train
pvc,water,0.03,4,0.001,2.21,0.52,pvc_water_r0.03_eps4_sig0.001_x2.21_y0.52,pvc_water,S_eps4_sig0.001,0.48,D2_medium,R1_small,medium_water_filled_pvc,pvc_water_r0.03_eps4_sig0.001_y0.52,pvc_water|S_eps4_sig0.001|R1_small|D2_medium,True,dataset_split/images/val/pvc_water_r0.03_eps4_sig0.001_x2.21_y0.52.png,dataset_split/conditions/val/pvc_water_r0.03_eps4_sig0.001_x2.21_y0.52.in,val
steel,free_space,0.1,10,0.005,1.54,0.62,steel_free_space_r0.1_eps10_sig0.005_x1.54_y0.62,steel_free_space,S_eps10_sig0.005,0.38,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps10_sig0.005_y0.62,steel_free_space|S_eps10_sig0.005|R4_large|D2_medium,False,dataset_split/images/val/steel_free_space_r0.1_eps10_sig0.005_x1.54_y0.62.png,dataset_split/conditions/val/steel_free_space_r0.1_eps10_sig0.005_x1.54_y0.62.in,val
pvc,free_space,0.1,5,0.05,2.24,0.57,pvc_free_space_r0.1_eps5_sig0.05_x2.24_y0.57,pvc_free_space,S_eps5_sig0.05,0.43000000000000005,D2_medium,R4_large,hard_weak_pvc,pvc_free_space_r0.1_eps5_sig0.05_y0.57,pvc_free_space|S_eps5_sig0.05|R4_large|D2_medium,True,dataset_split/images/stress_test/pvc_free_space_r0.1_eps5_sig0.05_x2.24_y0.57.png,dataset_split/conditions/stress_test/pvc_free_space_r0.1_eps5_sig0.05_x2.24_y0.57.in,stress_test
steel,free_space,0.08,20,0.02,2.01,0.59,steel_free_space_r0.08_eps20_sig0.02_x2.01_y0.59,steel_free_space,S_eps20_sig0.02,0.41000000000000003,D2_medium,R3_medium_large,easy_strong_reflection,steel_free_space_r0.08_eps20_sig0.02_y0.59,steel_free_space|S_eps20_sig0.02|R3_medium_large|D2_medium,True,dataset_split/images/train/steel_free_space_r0.08_eps20_sig0.02_x2.01_y0.59.png,dataset_split/conditions/train/steel_free_space_r0.08_eps20_sig0.02_x2.01_y0.59.in,train
pvc,free_space,0.05,5,0.05,1.58,0.62,pvc_free_space_r0.05_eps5_sig0.05_x1.58_y0.62,pvc_free_space,S_eps5_sig0.05,0.38,D2_medium,R2_medium_small,hard_weak_pvc,pvc_free_space_r0.05_eps5_sig0.05_y0.62,pvc_free_space|S_eps5_sig0.05|R2_medium_small|D2_medium,True,dataset_split/images/stress_test/pvc_free_space_r0.05_eps5_sig0.05_x1.58_y0.62.png,dataset_split/conditions/stress_test/pvc_free_space_r0.05_eps5_sig0.05_x1.58_y0.62.in,stress_test
pvc,free_space,0.03,10,0.005,1.89,0.79,pvc_free_space_r0.03_eps10_sig0.005_x1.89_y0.79,pvc_free_space,S_eps10_sig0.005,0.20999999999999996,D1_shallow,R1_small,hard_weak_pvc,pvc_free_space_r0.03_eps10_sig0.005_y0.79,pvc_free_space|S_eps10_sig0.005|R1_small|D1_shallow,True,dataset_split/images/test_id/pvc_free_space_r0.03_eps10_sig0.005_x1.89_y0.79.png,dataset_split/conditions/test_id/pvc_free_space_r0.03_eps10_sig0.005_x1.89_y0.79.in,test_id
steel,free_space,0.08,4,0.001,2.09,0.79,steel_free_space_r0.08_eps4_sig0.001_x2.09_y0.79,steel_free_space,S_eps4_sig0.001,0.20999999999999996,D1_shallow,R3_medium_large,easy_strong_reflection,steel_free_space_r0.08_eps4_sig0.001_y0.79,steel_free_space|S_eps4_sig0.001|R3_medium_large|D1_shallow,False,dataset_split/images/train/steel_free_space_r0.08_eps4_sig0.001_x2.09_y0.79.png,dataset_split/conditions/train/steel_free_space_r0.08_eps4_sig0.001_x2.09_y0.79.in,train
steel,free_space,0.03,4,0.001,2.68,0.59,steel_free_space_r0.03_eps4_sig0.001_x2.68_y0.59,steel_free_space,S_eps4_sig0.001,0.41000000000000003,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps4_sig0.001_y0.59,steel_free_space|S_eps4_sig0.001|R1_small|D2_medium,True,dataset_split/images/val/steel_free_space_r0.03_eps4_sig0.001_x2.68_y0.59.png,dataset_split/conditions/val/steel_free_space_r0.03_eps4_sig0.001_x2.68_y0.59.in,val
steel,free_space,0.05,10,0.005,2.26,0.59,steel_free_space_r0.05_eps10_sig0.005_x2.26_y0.59,steel_free_space,S_eps10_sig0.005,0.41000000000000003,D2_medium,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps10_sig0.005_y0.59,steel_free_space|S_eps10_sig0.005|R2_medium_small|D2_medium,False,dataset_split/images/train/steel_free_space_r0.05_eps10_sig0.005_x2.26_y0.59.png,dataset_split/conditions/train/steel_free_space_r0.05_eps10_sig0.005_x2.26_y0.59.in,train
pvc,free_space,0.1,10,0.005,1.91,0.55,pvc_free_space_r0.1_eps10_sig0.005_x1.91_y0.55,pvc_free_space,S_eps10_sig0.005,0.44999999999999996,D2_medium,R4_large,hard_weak_pvc,pvc_free_space_r0.1_eps10_sig0.005_y0.55,pvc_free_space|S_eps10_sig0.005|R4_large|D2_medium,True,dataset_split/images/train/pvc_free_space_r0.1_eps10_sig0.005_x1.91_y0.55.png,dataset_split/conditions/train/pvc_free_space_r0.1_eps10_sig0.005_x1.91_y0.55.in,train
steel,free_space,0.08,5,0.05,1.15,0.63,steel_free_space_r0.08_eps5_sig0.05_x1.15_y0.63,steel_free_space,S_eps5_sig0.05,0.37,D2_medium,R3_medium_large,easy_strong_reflection,steel_free_space_r0.08_eps5_sig0.05_y0.63,steel_free_space|S_eps5_sig0.05|R3_medium_large|D2_medium,True,dataset_split/images/stress_test/steel_free_space_r0.08_eps5_sig0.05_x1.15_y0.63.png,dataset_split/conditions/stress_test/steel_free_space_r0.08_eps5_sig0.05_x1.15_y0.63.in,stress_test
pvc,free_space,0.03,10,0.005,1.43,0.52,pvc_free_space_r0.03_eps10_sig0.005_x1.43_y0.52,pvc_free_space,S_eps10_sig0.005,0.48,D2_medium,R1_small,hard_weak_pvc,pvc_free_space_r0.03_eps10_sig0.005_y0.52,pvc_free_space|S_eps10_sig0.005|R1_small|D2_medium,True,dataset_split/images/train/pvc_free_space_r0.03_eps10_sig0.005_x1.43_y0.52.png,dataset_split/conditions/train/pvc_free_space_r0.03_eps10_sig0.005_x1.43_y0.52.in,train
pvc,water,0.1,20,0.02,2.15,0.5,pvc_water_r0.1_eps20_sig0.02_x2.15_y0.5,pvc_water,S_eps20_sig0.02,0.5,D2_medium,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps20_sig0.02_y0.5,pvc_water|S_eps20_sig0.02|R4_large|D2_medium,True,dataset_split/images/train/pvc_water_r0.1_eps20_sig0.02_x2.15_y0.5.png,dataset_split/conditions/train/pvc_water_r0.1_eps20_sig0.02_x2.15_y0.5.in,train
pvc,free_space,0.08,20,0.02,1.21,0.69,pvc_free_space_r0.08_eps20_sig0.02_x1.21_y0.69,pvc_free_space,S_eps20_sig0.02,0.31000000000000005,D2_medium,R3_medium_large,hard_weak_pvc,pvc_free_space_r0.08_eps20_sig0.02_y0.69,pvc_free_space|S_eps20_sig0.02|R3_medium_large|D2_medium,True,dataset_split/images/train/pvc_free_space_r0.08_eps20_sig0.02_x1.21_y0.69.png,dataset_split/conditions/train/pvc_free_space_r0.08_eps20_sig0.02_x1.21_y0.69.in,train
steel,free_space,0.08,5,0.05,1.46,0.71,steel_free_space_r0.08_eps5_sig0.05_x1.46_y0.71,steel_free_space,S_eps5_sig0.05,0.29000000000000004,D1_shallow,R3_medium_large,easy_strong_reflection,steel_free_space_r0.08_eps5_sig0.05_y0.71,steel_free_space|S_eps5_sig0.05|R3_medium_large|D1_shallow,True,dataset_split/images/stress_test/steel_free_space_r0.08_eps5_sig0.05_x1.46_y0.71.png,dataset_split/conditions/stress_test/steel_free_space_r0.08_eps5_sig0.05_x1.46_y0.71.in,stress_test
steel,free_space,0.03,4,0.001,1.08,0.4,steel_free_space_r0.03_eps4_sig0.001_x1.08_y0.4,steel_free_space,S_eps4_sig0.001,0.6,D3_deep,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps4_sig0.001_y0.4,steel_free_space|S_eps4_sig0.001|R1_small|D3_deep,True,dataset_split/images/val/steel_free_space_r0.03_eps4_sig0.001_x1.08_y0.4.png,dataset_split/conditions/val/steel_free_space_r0.03_eps4_sig0.001_x1.08_y0.4.in,val
steel,free_space,0.05,10,0.005,1.53,0.45,steel_free_space_r0.05_eps10_sig0.005_x1.53_y0.45,steel_free_space,S_eps10_sig0.005,0.55,D2_medium,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps10_sig0.005_y0.45,steel_free_space|S_eps10_sig0.005|R2_medium_small|D2_medium,False,dataset_split/images/train/steel_free_space_r0.05_eps10_sig0.005_x1.53_y0.45.png,dataset_split/conditions/train/steel_free_space_r0.05_eps10_sig0.005_x1.53_y0.45.in,train
steel,free_space,0.08,10,0.005,1.12,0.72,steel_free_space_r0.08_eps10_sig0.005_x1.12_y0.72,steel_free_space,S_eps10_sig0.005,0.28,D1_shallow,R3_medium_large,easy_strong_reflection,steel_free_space_r0.08_eps10_sig0.005_y0.72,steel_free_space|S_eps10_sig0.005|R3_medium_large|D1_shallow,False,dataset_split/images/train/steel_free_space_r0.08_eps10_sig0.005_x1.12_y0.72.png,dataset_split/conditions/train/steel_free_space_r0.08_eps10_sig0.005_x1.12_y0.72.in,train
steel,free_space,0.1,20,0.02,1.44,0.67,steel_free_space_r0.1_eps20_sig0.02_x1.44_y0.67,steel_free_space,S_eps20_sig0.02,0.32999999999999996,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps20_sig0.02_y0.67,steel_free_space|S_eps20_sig0.02|R4_large|D2_medium,True,dataset_split/images/train/steel_free_space_r0.1_eps20_sig0.02_x1.44_y0.67.png,dataset_split/conditions/train/steel_free_space_r0.1_eps20_sig0.02_x1.44_y0.67.in,train
steel,free_space,0.03,5,0.05,1.95,0.65,steel_free_space_r0.03_eps5_sig0.05_x1.95_y0.65,steel_free_space,S_eps5_sig0.05,0.35,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps5_sig0.05_y0.65,steel_free_space|S_eps5_sig0.05|R1_small|D2_medium,True,dataset_split/images/stress_test/steel_free_space_r0.03_eps5_sig0.05_x1.95_y0.65.png,dataset_split/conditions/stress_test/steel_free_space_r0.03_eps5_sig0.05_x1.95_y0.65.in,stress_test
pvc,water,0.08,20,0.02,2.41,0.28,pvc_water_r0.08_eps20_sig0.02_x2.41_y0.28,pvc_water,S_eps20_sig0.02,0.72,D3_deep,R3_medium_large,medium_water_filled_pvc,pvc_water_r0.08_eps20_sig0.02_y0.28,pvc_water|S_eps20_sig0.02|R3_medium_large|D3_deep,True,dataset_split/images/train/pvc_water_r0.08_eps20_sig0.02_x2.41_y0.28.png,dataset_split/conditions/train/pvc_water_r0.08_eps20_sig0.02_x2.41_y0.28.in,train
pvc,free_space,0.1,5,0.05,2.12,0.29,pvc_free_space_r0.1_eps5_sig0.05_x2.12_y0.29,pvc_free_space,S_eps5_sig0.05,0.71,D3_deep,R4_large,hard_weak_pvc,pvc_free_space_r0.1_eps5_sig0.05_y0.29,pvc_free_space|S_eps5_sig0.05|R4_large|D3_deep,True,dataset_split/images/stress_test/pvc_free_space_r0.1_eps5_sig0.05_x2.12_y0.29.png,dataset_split/conditions/stress_test/pvc_free_space_r0.1_eps5_sig0.05_x2.12_y0.29.in,stress_test
steel,free_space,0.08,5,0.05,1.95,0.77,steel_free_space_r0.08_eps5_sig0.05_x1.95_y0.77,steel_free_space,S_eps5_sig0.05,0.22999999999999998,D1_shallow,R3_medium_large,easy_strong_reflection,steel_free_space_r0.08_eps5_sig0.05_y0.77,steel_free_space|S_eps5_sig0.05|R3_medium_large|D1_shallow,True,dataset_split/images/stress_test/steel_free_space_r0.08_eps5_sig0.05_x1.95_y0.77.png,dataset_split/conditions/stress_test/steel_free_space_r0.08_eps5_sig0.05_x1.95_y0.77.in,stress_test
pvc,water,0.03,10,0.005,2.07,0.26,pvc_water_r0.03_eps10_sig0.005_x2.07_y0.26,pvc_water,S_eps10_sig0.005,0.74,D3_deep,R1_small,medium_water_filled_pvc,pvc_water_r0.03_eps10_sig0.005_y0.26,pvc_water|S_eps10_sig0.005|R1_small|D3_deep,True,dataset_split/images/train/pvc_water_r0.03_eps10_sig0.005_x2.07_y0.26.png,dataset_split/conditions/train/pvc_water_r0.03_eps10_sig0.005_x2.07_y0.26.in,train
pvc,free_space,0.08,20,0.02,1.64,0.77,pvc_free_space_r0.08_eps20_sig0.02_x1.64_y0.77,pvc_free_space,S_eps20_sig0.02,0.22999999999999998,D1_shallow,R3_medium_large,hard_weak_pvc,pvc_free_space_r0.08_eps20_sig0.02_y0.77,pvc_free_space|S_eps20_sig0.02|R3_medium_large|D1_shallow,True,dataset_split/images/train/pvc_free_space_r0.08_eps20_sig0.02_x1.64_y0.77.png,dataset_split/conditions/train/pvc_free_space_r0.08_eps20_sig0.02_x1.64_y0.77.in,train
steel,free_space,0.05,5,0.05,1.28,0.63,steel_free_space_r0.05_eps5_sig0.05_x1.28_y0.63,steel_free_space,S_eps5_sig0.05,0.37,D2_medium,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps5_sig0.05_y0.63,steel_free_space|S_eps5_sig0.05|R2_medium_small|D2_medium,True,dataset_split/images/stress_test/steel_free_space_r0.05_eps5_sig0.05_x1.28_y0.63.png,dataset_split/conditions/stress_test/steel_free_space_r0.05_eps5_sig0.05_x1.28_y0.63.in,stress_test
pvc,water,0.1,5,0.05,2.12,0.67,pvc_water_r0.1_eps5_sig0.05_x2.12_y0.67,pvc_water,S_eps5_sig0.05,0.32999999999999996,D2_medium,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps5_sig0.05_y0.67,pvc_water|S_eps5_sig0.05|R4_large|D2_medium,True,dataset_split/images/stress_test/pvc_water_r0.1_eps5_sig0.05_x2.12_y0.67.png,dataset_split/conditions/stress_test/pvc_water_r0.1_eps5_sig0.05_x2.12_y0.67.in,stress_test
pvc,water,0.1,4,0.001,1.04,0.41,pvc_water_r0.1_eps4_sig0.001_x1.04_y0.41,pvc_water,S_eps4_sig0.001,0.5900000000000001,D3_deep,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps4_sig0.001_y0.41,pvc_water|S_eps4_sig0.001|R4_large|D3_deep,True,dataset_split/images/val/pvc_water_r0.1_eps4_sig0.001_x1.04_y0.41.png,dataset_split/conditions/val/pvc_water_r0.1_eps4_sig0.001_x1.04_y0.41.in,val
pvc,free_space,0.05,20,0.02,1.31,0.25,pvc_free_space_r0.05_eps20_sig0.02_x1.31_y0.25,pvc_free_space,S_eps20_sig0.02,0.75,D3_deep,R2_medium_small,hard_weak_pvc,pvc_free_space_r0.05_eps20_sig0.02_y0.25,pvc_free_space|S_eps20_sig0.02|R2_medium_small|D3_deep,True,dataset_split/images/train/pvc_free_space_r0.05_eps20_sig0.02_x1.31_y0.25.png,dataset_split/conditions/train/pvc_free_space_r0.05_eps20_sig0.02_x1.31_y0.25.in,train
steel,free_space,0.1,5,0.05,2.91,0.55,steel_free_space_r0.1_eps5_sig0.05_x2.91_y0.55,steel_free_space,S_eps5_sig0.05,0.44999999999999996,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps5_sig0.05_y0.55,steel_free_space|S_eps5_sig0.05|R4_large|D2_medium,True,dataset_split/images/stress_test/steel_free_space_r0.1_eps5_sig0.05_x2.91_y0.55.png,dataset_split/conditions/stress_test/steel_free_space_r0.1_eps5_sig0.05_x2.91_y0.55.in,stress_test
steel,free_space,0.1,20,0.02,2.51,0.63,steel_free_space_r0.1_eps20_sig0.02_x2.51_y0.63,steel_free_space,S_eps20_sig0.02,0.37,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps20_sig0.02_y0.63,steel_free_space|S_eps20_sig0.02|R4_large|D2_medium,True,dataset_split/images/train/steel_free_space_r0.1_eps20_sig0.02_x2.51_y0.63.png,dataset_split/conditions/train/steel_free_space_r0.1_eps20_sig0.02_x2.51_y0.63.in,train
steel,free_space,0.1,5,0.05,2.87,0.6,steel_free_space_r0.1_eps5_sig0.05_x2.87_y0.6,steel_free_space,S_eps5_sig0.05,0.4,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps5_sig0.05_y0.6,steel_free_space|S_eps5_sig0.05|R4_large|D2_medium,True,dataset_split/images/stress_test/steel_free_space_r0.1_eps5_sig0.05_x2.87_y0.6.png,dataset_split/conditions/stress_test/steel_free_space_r0.1_eps5_sig0.05_x2.87_y0.6.in,stress_test
steel,free_space,0.03,10,0.005,2.06,0.5,steel_free_space_r0.03_eps10_sig0.005_x2.06_y0.5,steel_free_space,S_eps10_sig0.005,0.5,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps10_sig0.005_y0.5,steel_free_space|S_eps10_sig0.005|R1_small|D2_medium,True,dataset_split/images/train/steel_free_space_r0.03_eps10_sig0.005_x2.06_y0.5.png,dataset_split/conditions/train/steel_free_space_r0.03_eps10_sig0.005_x2.06_y0.5.in,train
steel,free_space,0.1,4,0.001,2.02,0.51,steel_free_space_r0.1_eps4_sig0.001_x2.02_y0.51,steel_free_space,S_eps4_sig0.001,0.49,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps4_sig0.001_y0.51,steel_free_space|S_eps4_sig0.001|R4_large|D2_medium,False,dataset_split/images/train/steel_free_space_r0.1_eps4_sig0.001_x2.02_y0.51.png,dataset_split/conditions/train/steel_free_space_r0.1_eps4_sig0.001_x2.02_y0.51.in,train
